tow_date,tow_description,police_district
2007-07-06T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-06T00:00:00.000,ABANDONED VEHICLE,District B
2007-07-06T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-06T00:00:00.000,ACCIDENT,District E
2007-07-06T00:00:00.000,ACCIDENT,District B
2007-07-06T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-07T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-07T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-07T00:00:00.000,ACCIDENT,District B
2007-07-07T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-07T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-07T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-07T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-08T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-08T00:00:00.000,IMPOUNDED,District A
2007-07-08T00:00:00.000,IMPOUNDED,District A
2007-07-08T00:00:00.000,IMPOUNDED,District A
2007-07-08T00:00:00.000,STOLEN VEHICLE,District A
2007-07-08T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-08T00:00:00.000,ACCIDENT,District D
2007-07-08T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-08T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-08T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-08T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-08T00:00:00.000,STOLEN VEHICLE,District B
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-09T00:00:00.000,STOLEN VEHICLE,District C
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-10T00:00:00.000,STOLEN VEHICLE,District B
2007-07-10T00:00:00.000,IMPOUNDED,District B
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-10T00:00:00.000,STOLEN VEHICLE,District E
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-10T00:00:00.000,STOLEN VEHICLE,District B
2007-07-10T00:00:00.000,ACCIDENT,District B
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-10T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-11T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-11T00:00:00.000,IMPOUNDED,District D
2007-07-11T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-11T00:00:00.000,IMPOUNDED,District C
2007-07-11T00:00:00.000,ABANDONED VEHICLE,District B
2007-07-11T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-11T00:00:00.000,ABANDONED VEHICLE,District A
2007-07-11T00:00:00.000,ABANDONED VEHICLE,District B
2007-07-11T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-11T00:00:00.000,ABANDONED VEHICLE,District B
2007-07-11T00:00:00.000,STOLEN VEHICLE,District C
2007-07-11T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-12T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-12T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-12T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-12T00:00:00.000,ABANDONED VEHICLE,District E
2007-07-12T00:00:00.000,STOLEN VEHICLE,District A
2007-07-12T00:00:00.000,IMPOUNDED,District A
2007-07-12T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-12T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-12T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-12T00:00:00.000,ACCIDENT,District A
2007-07-13T00:00:00.000,STOLEN VEHICLE,District D
2007-07-13T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-13T00:00:00.000,STOLEN VEHICLE,District D
2007-07-13T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-13T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-13T00:00:00.000,STOLEN VEHICLE,District C
2007-07-13T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-13T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-13T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-13T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-14T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-14T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-14T00:00:00.000,STOLEN VEHICLE,District D
2007-07-14T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-14T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-14T00:00:00.000,IMPOUNDED,District C
2007-07-14T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-14T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-14T00:00:00.000,STOLEN VEHICLE,District B
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2013-02-08T00:00:00.000,ACCIDENT,District A
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-15T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-16T00:00:00.000,IMPOUNDED,District C
2007-07-16T00:00:00.000,ILLEGALLY PARKED,District D
2007-07-16T00:00:00.000,ILLEGALLY PARKED,District B
2007-07-16T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-17T00:00:00.000,IMPOUNDED,District E
2007-07-17T00:00:00.000,IMPOUNDED,District E
2007-07-17T00:00:00.000,IMPOUNDED,District E
2007-07-17T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-17T00:00:00.000,IMPOUNDED,District A
2007-07-17T00:00:00.000,IMPOUNDED,District A
2007-07-17T00:00:00.000,IMPOUNDED,District E
2007-07-17T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-17T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-17T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-17T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-17T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-17T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-18T00:00:00.000,STOLEN VEHICLE,District D
2007-07-18T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-18T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-18T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-18T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-18T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-18T00:00:00.000,ABANDONED VEHICLE,District B
2007-07-18T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-18T00:00:00.000,STOLEN VEHICLE,District C
2007-07-18T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-18T00:00:00.000,ILLEGALLY PARKED,District D
2007-07-18T00:00:00.000,IMPOUNDED,District A
2007-07-18T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-19T00:00:00.000,STOLEN VEHICLE,District C
2007-07-19T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-19T00:00:00.000,ACCIDENT,District C
2007-07-19T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-19T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-19T00:00:00.000,ILLEGALLY PARKED,District B
2007-07-19T00:00:00.000,ILLEGALLY PARKED,District D
2007-07-19T00:00:00.000,ILLEGALLY PARKED,District B
2007-07-19T00:00:00.000,ILLEGALLY PARKED,District B
2007-07-19T00:00:00.000,STOLEN VEHICLE,District B
2007-07-19T00:00:00.000,ABANDONED VEHICLE,District A
2007-07-20T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-20T00:00:00.000,GONE ON ARRIVAL,District B
2007-07-20T00:00:00.000,IMPOUNDED,District A
2007-07-20T00:00:00.000,STOLEN VEHICLE,District D
2007-07-20T00:00:00.000,STOLEN VEHICLE,District E
2007-07-20T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-20T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-20T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-20T00:00:00.000,ILLEGALLY PARKED,District E
2007-07-20T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-20T00:00:00.000,STOLEN VEHICLE,District B
2007-07-21T00:00:00.000,ACCIDENT,District B
2007-07-21T00:00:00.000,GONE ON ARRIVAL,District D
2007-07-21T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-21T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-21T00:00:00.000,STOLEN VEHICLE,District C
2007-07-21T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-21T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-21T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-21T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-21T00:00:00.000,ACCIDENT,District B
2007-07-22T00:00:00.000,STOLEN VEHICLE,District A
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-22T00:00:00.000,ACCIDENT,District E
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-22T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-23T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-23T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-23T00:00:00.000,ACCIDENT,District E
2007-07-23T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-23T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-23T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-23T00:00:00.000,ABANDONED VEHICLE,District A
2007-07-23T00:00:00.000,IMPOUNDED,District E
2007-07-24T00:00:00.000,STOLEN VEHICLE,District E
2007-07-24T00:00:00.000,STOLEN VEHICLE,District C
2007-07-24T00:00:00.000,ILLEGALLY PARKED,District B
2007-07-24T00:00:00.000,STOLEN VEHICLE,District E
2007-07-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-24T00:00:00.000,STOLEN VEHICLE,District B
2007-07-24T00:00:00.000,ACCIDENT,District E
2007-07-24T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-25T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-25T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-25T00:00:00.000,STOLEN VEHICLE,District C
2007-07-25T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-25T00:00:00.000,ABANDONED VEHICLE,District B
2007-07-25T00:00:00.000,ABANDONED VEHICLE,District E
2007-07-25T00:00:00.000,ABANDONED VEHICLE,District E
2007-07-25T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-25T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-25T00:00:00.000,STOLEN VEHICLE,District E
2007-07-26T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-26T00:00:00.000,ACCIDENT,District B
2007-07-26T00:00:00.000,STOLEN VEHICLE,District E
2007-07-26T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-26T00:00:00.000,STOLEN VEHICLE,District E
2007-07-26T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-27T00:00:00.000,IMPOUNDED,District E
2007-07-27T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-27T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-27T00:00:00.000,ACCIDENT,District A
2007-07-27T00:00:00.000,GONE ON ARRIVAL,District E
2007-07-27T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-27T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-27T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-27T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ACCIDENT,District E
2007-07-28T00:00:00.000,ABANDONED VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District D
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-29T00:00:00.000,IMPOUNDED,District E
2007-07-29T00:00:00.000,IMPOUNDED,District B
2007-07-29T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-29T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-29T00:00:00.000,ACCIDENT,District C
2007-07-29T00:00:00.000,IMPOUNDED,District A
2007-07-29T00:00:00.000,STOLEN VEHICLE,District C
2007-07-29T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-29T00:00:00.000,ILLEGAL VEHICLE,District E
2007-07-29T00:00:00.000,IMPOUNDED,District E
2007-07-29T00:00:00.000,ACCIDENT,District E
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-30T00:00:00.000,STOLEN VEHICLE,District C
2007-07-30T00:00:00.000,ABANDONED VEHICLE,District E
2007-07-30T00:00:00.000,ABANDONED VEHICLE,District C
2007-07-30T00:00:00.000,ABANDONED VEHICLE,District E
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District C
2007-07-30T00:00:00.000,ILLEGAL VEHICLE,District A
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-31T00:00:00.000,STOLEN VEHICLE,District D
2007-07-31T00:00:00.000,ABANDONED VEHICLE,District A
2007-07-31T00:00:00.000,ILLEGALLY PARKED,District D
2007-07-31T00:00:00.000,STOLEN VEHICLE,District D
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-07-31T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-01T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-01T00:00:00.000,STOLEN VEHICLE,District C
2007-08-01T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-01T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-01T00:00:00.000,STOLEN VEHICLE,District D
2007-08-01T00:00:00.000,STOLEN VEHICLE,District C
2007-08-01T00:00:00.000,STOLEN VEHICLE,District A
2007-08-01T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-01T00:00:00.000,ABANDONED VEHICLE,District C
2007-08-01T00:00:00.000,ABANDONED VEHICLE,District D
2007-08-01T00:00:00.000,IMPOUNDED,District B
2007-08-01T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-01T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-02T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-02T00:00:00.000,IMPOUNDED,District E
2009-10-05T00:00:00.000,IMPOUNDED,District A
2007-08-02T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-02T00:00:00.000,ILLEGALLY PARKED,District D
2007-08-02T00:00:00.000,ILLEGALLY PARKED,District B
2007-08-02T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-03T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-03T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-04T00:00:00.000,IMPOUNDED,District C
2007-08-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-05T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-05T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-05T00:00:00.000,STOLEN VEHICLE,District B
2007-08-05T00:00:00.000,ABANDONED VEHICLE,District E
2007-08-05T00:00:00.000,ABANDONED VEHICLE,District D
2007-08-05T00:00:00.000,IMPOUNDED,District A
2007-08-05T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-05T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-05T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-05T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-06T00:00:00.000,ILLEGALLY PARKED,District D
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-06T00:00:00.000,ACCIDENT,District C
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-06T00:00:00.000,IMPOUNDED,District C
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-06T00:00:00.000,STOLEN VEHICLE,District A
2007-08-06T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-07T00:00:00.000,ILLEGALLY PARKED,District B
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-07T00:00:00.000,STOLEN VEHICLE,District E
2007-08-07T00:00:00.000,GONE ON ARRIVAL,District D
2007-08-07T00:00:00.000,ACCIDENT,District E
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-07T00:00:00.000,STOLEN VEHICLE,District B
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-07T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-07T00:00:00.000,STOLEN VEHICLE,District E
2007-08-07T00:00:00.000,ILLEGALLY PARKED,District E
2007-08-08T00:00:00.000,ACCIDENT,District C
2007-08-08T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-08T00:00:00.000,STOLEN VEHICLE,District B
2007-08-08T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-08T00:00:00.000,ABANDONED VEHICLE,District E
2007-08-08T00:00:00.000,ABANDONED VEHICLE,District E
2007-08-08T00:00:00.000,ABANDONED VEHICLE,District B
2007-08-08T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-09T00:00:00.000,IMPOUNDED,District E
2007-08-09T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-09T00:00:00.000,STOLEN VEHICLE,District E
2007-08-09T00:00:00.000,STOLEN VEHICLE,District E
2007-08-09T00:00:00.000,ABANDONED VEHICLE,District D
2007-08-09T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-10T00:00:00.000,ABANDONED VEHICLE,District D
2007-08-10T00:00:00.000,ABANDONED VEHICLE,District C
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ABANDONED VEHICLE,District D
2007-08-10T00:00:00.000,ILLEGALLY PARKED,District B
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-11T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-11T00:00:00.000,STOLEN VEHICLE,District C
2007-08-11T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-12T00:00:00.000,STOLEN VEHICLE,District B
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-12T00:00:00.000,ACCIDENT,District D
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-12T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-12T00:00:00.000,STOLEN VEHICLE,District E
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-13T00:00:00.000,ILLEGALLY PARKED,District B
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-13T00:00:00.000,STOLEN VEHICLE,District C
2007-08-13T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-14T00:00:00.000,IMPOUNDED,District A
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-14T00:00:00.000,ABANDONED VEHICLE,District E
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District D
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District B
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District E
2007-08-14T00:00:00.000,ABANDONED VEHICLE,District D
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-14T00:00:00.000,ILLEGAL VEHICLE,District A
2007-08-14T00:00:00.000,ABANDONED VEHICLE,District A
2007-08-15T00:00:00.000,ABANDONED VEHICLE,District E
2007-08-15T00:00:00.000,ABANDONED VEHICLE,District D
2007-08-15T00:00:00.000,STOLEN VEHICLE,District D
2007-08-15T00:00:00.000,ILLEGAL VEHICLE,District C
2007-08-15T00:00:00.000,STOLEN VEHICLE,District C
